ROWNUM;FullName;ShortName;LegalAddress;ExamDate;SubjectName;PassedQuantity;AVGScore;global_id;
1962;"Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильный лицей № 1799»";"ГБОУ Многопрофильный лицей № 1799";"115035, г. Москва, 1-й Кадашевский пер., дом 3, строение 1";"29.05.2015";"Обществознание";"95";"4.23";"62822680";
1963;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 949»";"ГБОУ школа № 949";"115597, г. Москва, ул.Воронежская, д.46, корп.3";"14.09.2015";"Русский язык";"1";"3";"62822682";
1964;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1078»";"ГБОУ школа № 1078";"107207, г. Москва, ул. Алтайская , д.10А";"05.06.2015";"Иностранный язык (английский язык)";"12";"4";"62822684";
1965;"Государственное автономное профессиональное образовательное учреждение города Москвы «Московский образовательный комплекс имени Виктора Талалихина»";"ГАПОУ МОК им. В. Талалихина";"109383, г. Москва, ул. Полбина, д. 72, стр. 1";"29.05.2015";"Химия";"1";"4";"62822685";
1966;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2104 на Таганке»";"ГБОУ школа № 2104 на Таганке";"109240, г. Москва, 1-ый Котельнический пер., д.5";"29.05.2015";"Информатика";"37";"4.57";"62822686";
1967;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1284»";"ГБОУ школа № 1284";"101000, г. Москва, Уланский пер., д.8";"03.06.2015";"Русский язык";"88";"4.26";"62822688";
1968;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1544»";"ГБОУ гимназия № 1544";"125222, г. Москва, ул. Пенягинская, д. 14";"05.06.2015";"Иностранный язык (английский язык)";"21";"4.43";"62822689";
1969;"Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1601 имени Героя Советского Союза Е.К. Лютикова»";"ГБОУ ЦО № 1601 им. Героя Советского Союза Е.К. Лютикова";"127220, г. Москва, ул. Нижняя Масловка, д. 16";"29.05.2015";"Химия";"11";"4.27";"62822690";
1970;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2101 «Филёвский образовательный центр»";"ГБОУ школа № 2101";"121433, г. Москва, ул.Малая Филевcкая, д.26, корп.2";"16.09.2015";"Математика";"1";"3";"62822692";
1971;"Государственное бюджетное общеобразовательное учреждение города Москвы «Московский культурологический лицей № 1310»";"ГБОУ МКЛ № 1310";"111141, г. Москва, ул. Перовская, д. 44а";"03.06.2015";"Русский язык";"77";"4.1";"62822696";
1972;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1248»";"ГБОУ школа № 1248";"121352, г. Москва, ул.Давыдковская, д.2, корп.6";"14.09.2015";"Русский язык";"1";"3";"62822697";
1973;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2025»";"ГБОУ школа № 2025";"119361, г. Москва, ул. Б.Очаковская, д.42, корпус 2.";"17.06.2015";"Физика";"1";"5";"62822698";
1974;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2095 «Покровский квартал»";"ГБОУ школа № 2095";"105064, г. Москва, Б. Казенный пер., д. 9";"17.06.2015";"Биология";"2";"3.5";"62822699";
1975;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 113";"ГБОУ СОШ № 113";"117437, г. Москва, ул. Профсоюзная, дом 118-Б";"24.04.2015";"Русский язык";"1";"4";"62822700";
1976;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1205»";"ГБОУ школа № 1205";"117335, г. Москва, улица Архитектора Власова, дом 19а";"29.05.2015";"Обществознание";"40";"3.13";"62822701";
1977;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1282»";"ГБОУ школа № 1282";"107014, г. Москва, ул. Барболина, д.1";"17.06.2015";"Физика";"1";"4";"62822702";
1978;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2126 «Перово»";"ГБОУ школа № 2126 «Перово»";"111524, г. Москва, ул.Плющева, д.11А";"05.06.2015";"Иностранный язык (немецкий язык)";"1";"3";"62822703";
1979;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением отдельных предметов № 1248»";"ГБОУ школа № 1248";"121352, г. Москва, ул.Давыдковская, д.2, корп.6";"29.05.2015";"Обществознание";"41";"3.56";"62822704";
1980;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1748 «Вертикаль»";"ГБОУ гимназия № 1748 «Вертикаль»";"105484, г. Москва, Сиреневый бульвар, д. 73, корп. 3";"05.06.2015";"История";"4";"3.5";"62822707";
1981;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2109»";"ГБОУ школа № 2109";"117148, г. Москва, ул. Маршала Савицкого, дом 26, корпус 4";"17.06.2015";"География";"3";"3.33";"62822708";
1982;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицейско-гимназический комплекс на Юго-Востоке»";"ГБОУ ЛГК на Юго-Востоке";"109457, г. Москва, ул.Зеленодольская, д.32, корп.6";"05.06.2015";"История";"2";"3.5";"62822709";
1983;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1530 «Школа Ломоносова»";"ГБОУ гимназия № 1530 «Школа Ломоносова»";"107014, г. Москва, ул. Егерская, д. 4";"17.06.2015";"География";"2";"3";"62822710";
1984;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1554»";"ГБОУ гимназия № 1554";"127490, г. Москва, ул. Пестеля, д.5";"07.09.2015";"Математика";"1";"3";"62822712";
1985;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1195»";"ГБОУ школа № 1195";"121354, г. Москва, ул. Дорогобужская, д.13";"05.06.2015";"География";"14";"3.93";"62822714";
1986;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2090»";"ГБОУ школа № 2090";"109377, г. Москва, 1-я Новокузьминская ул. , д. 21";"29.05.2015";"Информатика";"16";"4.06";"62822718";
1987;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1002»";"ГБОУ школа № 1002";"119620, г. Москва, Солнцевский пр-т, д.12А";"05.06.2015";"География";"23";"3.78";"62822720";
1988;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1002»";"ГБОУ школа № 1002";"119620, г. Москва, Солнцевский пр-т, д.12А";"05.06.2015";"Иностранный язык (английский язык)";"11";"3.91";"62822721";
1989;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 633";"ГБОУ СОШ № 633";"111558, г. Москва, Федеративный проспект, д.37А";"17.06.2015";"География";"3";"3.33";"62822722";
1990;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1506»";"ГБОУ гимназия № 1506";"127282, г. Москва, ул. Широкая, д.1А";"29.05.2015";"Химия";"13";"4.69";"62822723";
1991;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 199»";"ГБОУ школа № 199";"117036, г. Москва, ул.Дм.Ульянова, д.15, корп.1";"17.06.2015";"История";"24";"3.54";"62822726";
1992;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1272»";"ГБОУ гимназия № 1272";"115280, г. Москва, 1-й Кожуховский проезд, д.17";"17.06.2015";"Физика";"3";"4";"62822728";
1993;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2089»";"ГБОУ школа № 2089";"111674, г. Москва, ул.1-я Вольская, д. 9, к.3";"27.04.2015";"География";"1";"3";"62822729";
1994;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 949»";"ГБОУ школа № 949";"115597, г. Москва, ул.Воронежская, д.46, корп.3";"29.05.2015";"Химия";"6";"4.5";"62822730";
1995;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 852»";"ГБОУ школа № 852";"124460, г. Москва, Зеленоград, корп.1115";"05.06.2015";"Иностранный язык (английский язык)";"6";"4";"62822731";
1996;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 763»";"ГБОУ школа № 763";"129336, г. Москва, ул. Стартовая, д. 27, корп. 3";"05.06.2015";"Физика";"27";"3.96";"62822732";
1997;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 937 имени Героя Российской Федерации А.В. Перова»";"ГБОУ школа № 937";"115569, г. Москва, ул.Маршала Захарова, д.25, корп.2";"05.06.2015";"География";"15";"3.07";"62822735";
1998;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1288 имени Героя Советского Союза Н.В. Троян»";"ГБОУ школа № 1288";"123007, г. Москва, Хорошевское шоссе, дом 3";"17.06.2015";"Иностранный язык (французский язык)";"9";"3.67";"62822736";
1999;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1367»";"ГБОУ лицей № 1367";"109125, г. Москва, ул. Васильцовский стан, д 6.";"05.06.2015";"Биология";"7";"3.43";"62822737";
2000;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 57 «Пятьдесят седьмая школа»";"ГБОУ ЦО № 57";"119019, г. Москва, М.Знаменский пер., д.7/10, стр.5";"05.06.2015";"Биология";"25";"4.4";"62822738";
2001;"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж Архитектуры, Дизайна и Реинжиниринга № 26»";"ГБПОУ «26 КАДР»";"109559, г. Москва, ул. Цимлянская, д. 7, стр. 1";"18.06.2015";"Русский язык";"7";"3";"62822740";
2002;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1564 имени Героя Советского Союза А.П. Белобородова»";"ГБОУ лицей № 1564";"125222, г. Москва, улица Рословка, дом 8";"03.06.2015";"Русский язык";"160";"4.08";"62822743";
2003;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2113»";"ГБОУ школа № 2113";"117535, г. Москва, улица Дорожная, дом 22А";"17.06.2015";"История";"1";"2";"62822744";
2004;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1996»";"ГБОУ школа № 1996";"109649, г. Москва, Капотня, 5 Квартал, д. 28";"05.06.2015";"Биология";"6";"3.67";"62822746";
2005;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1411»";"ГБОУ школа № 1411";"127566, г. Москва, Северный бульвар, д. 1 а";"29.05.2015";"Обществознание";"37";"3.95";"62822752";
2006;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 171»";"ГБОУ школа № 171";"119146, г. Москва, 2-ая Фрунзенская ул., д.7А";"29.05.2015";"Информатика";"1";"4";"62822753";
2007;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1465 имени адмирала Н.Г. Кузнецова»";"ГБОУ школа № 1465";"121059, г. Москва, ул.Брянская, д.10";"27.05.2015";"Математика";"71";"3.65";"62822755";
2008;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 45 имени Л.И. Мильграма»";"ГБОУ гимназия № 45";"117036, г. Москва, ул. Гримау, д.8";"27.05.2015";"Математика";"180";"3.75";"62822757";
2009;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1504»";"ГБОУ гимназия № 1504";"111555, г. Москва, улица Сталеваров, дом 10 А";"17.06.2015";"География";"1";"4";"62822759";
2010;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1223 «Лингвистический центр»";"ГБОУ школа № 1223";"125239, г. Москва, ул.Михалковская, д.13А";"05.06.2015";"Иностранный язык (английский язык)";"104";"4.36";"62822760";
2011;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1944»";"ГБОУ школа № 1944";"125368, г. Москва, ул. Барышиха, д. 17, корп. 1";"05.06.2015";"Иностранный язык (английский язык)";"49";"4.69";"62822761";
2012;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1465 имени адмирала Н.Г. Кузнецова»";"ГБОУ школа № 1465";"121059, г. Москва, ул.Брянская, д.10";"29.05.2015";"Информатика";"4";"4.25";"62822763";
2013;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 192»";"ГБОУ школа № 192";"119334, г. Москва, Ленинский проспект, д. 34А";"18.06.2015";"Математика";"1";"3";"62822764";
2014;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 64»";"ГБОУ школа № 64";"121351, г. Москва, ул. Партизанская, д.30, корп.2, стр.2";"29.05.2015";"Обществознание";"21";"3.86";"62822765";
2015;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики и английского языка № 1307";"ГБОУ СОШ № 1307";"119602, г. Москва, ул. Академика Анохина, д.48";"27.05.2015";"Математика";"82";"3.78";"62822768";
2016;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1482";"ГБОУ СОШ № 1482";"127081, г. Москва, ул.Заповедная, д.12";"17.06.2015";"Иностранный язык (английский язык)";"2";"3.5";"62822769";
2017;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 630 «Лингвистический центр»";"ГБОУ школа № 630";"117105, г. Москва, Варшавское шоссе, д.12";"05.06.2015";"Физика";"16";"3.38";"62822771";
2018;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2025»";"ГБОУ школа № 2025";"119361, г. Москва, ул. Б.Очаковская, д.42, корпус 2.";"05.06.2015";"Физика";"14";"3.5";"62822772";
2019;"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж малого бизнеса № 4»";"ГБПОУ КМБ № 4";"115054, г. Москва, ул.Дубининская, д.25, стр.1";"03.06.2015";"Русский язык";"21";"3.14";"62822773";
2020;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1200»";"ГБОУ школа № 1200";"111673, г. Москва, Суздальская ул, 24 Б";"10.06.2015";"Информатика";"1";"4";"62822776";
2021;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1552»";"ГБОУ гимназия № 1552";"115580, г. Москва, ул.Мусы Джалиля, д.25";"17.06.2015";"История";"1";"4";"62822777";
2022;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1528»";"ГБОУ «Гимназия № 1528»";"124527, г. Москва, Зеленоград, корп. 817";"29.05.2015";"Информатика";"6";"4.83";"62822778";
2023;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1497»";"ГБОУ школа № 1497";"121309, г. Москва, ул.Барклая, д.15, корп.3";"29.05.2015";"Химия";"19";"4.26";"62822779";
2024;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1288 имени Героя Советского Союза Н.В. Троян»";"ГБОУ школа № 1288";"123007, г. Москва, Хорошевское шоссе, дом 3";"05.06.2015";"Иностранный язык (английский язык)";"29";"4.24";"62822780";
2025;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 2200»";"ГБОУ гимназия № 2200";"105215, г. Москва, ул. 11-ая Парковая, д.50";"05.06.2015";"Биология";"2";"4";"62822781";
2026;"Государственное бюджетное общеобразовательное учреждение города Москвы «Центр образования № 1601 имени Героя Советского Союза Е.К. Лютикова»";"ГБОУ ЦО № 1601 им. Героя Советского Союза Е.К. Лютикова";"127220, г. Москва, ул. Нижняя Масловка, д. 16";"27.04.2015";"География";"1";"5";"62822783";
2027;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 536»";"ГБОУ школа № 536";"117452, г. Москва, ул. Азовская, д. 41";"07.09.2015";"Математика";"1";"2";"62822784";
2028;"Государственное бюджетное общеобразовательное учреждение города Москвы школа с углубленным изучением отдельных предметов № 982 имени маршала бронетанковых войск П.П. Полубоярова";"ГБОУ школа № 982";"115304, г. Москва, ул.Кошкина, д.13, корп.2";"07.08.2015";"Математика";"1";"3";"62822785";
2029;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1494»";"ГБОУ школа № 1494";"127427, г. Москва, ул. Большая Марфинская, д. 1, корп. 5";"18.06.2015";"Русский язык";"4";"3.5";"62822786";
2030;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1028»";"ГБОУ «Школа № 1028»";"111402, г. Москва, аллея Жемчуговой, 7";"03.06.2015";"Русский язык";"109";"4.09";"62822788";
2031;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 947»";"ГБОУ школа № 947";"115372, г. Москва, ул.Лебедянская, д.16";"27.05.2015";"Математика";"191";"3.73";"62822789";
2032;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2000»";"ГБОУ школа № 2000";"115522, г. Москва, ул.Кантемировская, д.22, корп.6";"16.06.2015";"Русский язык";"1";"3";"62822790";
2033;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 878»";"ГБОУ школа № 878";"115569, г. Москва, Шипиловский пр-д, д.37, корп.2";"27.05.2015";"Математика";"173";"3.76";"62822793";
2034;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 498»";"ГБОУ школа № 498";"115172, г. Москва, ул.Народная, д.11/2";"18.06.2015";"Математика";"5";"3";"62822796";
2035;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1015»";"ГБОУ школа № 1015";"199633, г. Москва, ул.Новопеределкинская, д.9, корп.1";"14.09.2015";"Русский язык";"3";"3.33";"62822798";
2036;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 760 имени А.П. Маресьева»";"ГБОУ «Школа № 760 им. А.П. Маресьева»";"129347, г. Москва, Ярославское ш., д.147";"05.06.2015";"Физика";"7";"3.29";"62822799";
2037;"Государственное бюджетное общеобразовательное учреждение города Москвы «Лицей № 1451»";"ГБОУ лицей № 1451";"115162, г. Москва, ул. Мытная, дом 50, корп. 3";"18.06.2015";"Русский язык";"1";"5";"62822801";
2038;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1430 имени Героя Социалистического Труда Г.В. Кисунько»";"ГБОУ школа № 1430";"127572, г. Москва, ул.Новгородская, д.21А";"29.05.2015";"Обществознание";"47";"4.23";"62822802";
2039;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1482";"ГБОУ СОШ № 1482";"127081, г. Москва, ул.Заповедная, д.12";"05.06.2015";"Физика";"5";"4.4";"62822805";
2040;"Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж полиции»";"ГБПОУ «Колледж полиции»";"125363, г. Москва, улица Фабрициуса, дом 26";"03.06.2015";"Русский язык";"41";"3.54";"62822806";
2041;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2114»";"ГБОУ школа № 2114";"117628, г. Москва, бульвар Дмитрия Донского, дом 6, корпус 1";"17.06.2015";"Иностранный язык (английский язык)";"3";"3.67";"62822807";
2042;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1637»";"ГБОУ гимназия № 1637";"111401, г. Москва, ул. 3-я Владимирская, дом 12 А";"18.06.2015";"Математика";"3";"3";"62822808";
2043;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 324 «Жар-птица»";"ГБОУ школа № 324";"119454, г. Москва, ул.Лобачевского, д.54";"29.05.2015";"Информатика";"6";"4.17";"62822809";
2044;"Государственное бюджетное образовательное учреждение Московская гимназия на Юго-Западе № 1543";"ГБОУ Московская гимназия на Юго-Западе № 1543";"119571, г. Москва, ул.26 Бакинских комиссаров, д.3, корп.5";"29.05.2015";"Химия";"3";"4.67";"62822810";
2045;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранных языков № 1205»";"ГБОУ школа № 1205";"117335, г. Москва, улица Архитектора Власова, дом 19а";"18.06.2015";"Русский язык";"1";"4";"62822812";
2046;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 49»";"ГБОУ школа № 49";"117279, г. Москва, ул.Генерала Антонова, дом 4А";"17.06.2015";"История";"2";"3.5";"62822814";
2047;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1354»";"ГБОУ школа № 1354";"117624, г. Москва, улица Изюмская, дом 38, корпус 1";"10.06.2015";"Химия";"1";"4";"62822816";
2048;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1741»";"ГБОУ школа № 1741";"119602, г. Москва, ул.Никулинская, д.5";"05.06.2015";"Иностранный язык (английский язык)";"15";"4.13";"62822818";
2049;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2115»";"ГБОУ школа № 2115";"117418, г. Москва, ул. Цюрупы, д. 10, кор.3";"29.05.2015";"Информатика";"1";"4";"62822820";
2050;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1356";"ГБОУ СОШ № 1356";"117216, г. Москва, ул.Грина, д.18 б";"29.05.2015";"Литература";"2";"3";"62822823";
2051;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 2200»";"ГБОУ гимназия № 2200";"105215, г. Москва, ул. 11-ая Парковая, д.50";"29.05.2015";"Обществознание";"5";"4.2";"62822824";
2052;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением английского языка № 1315»";"ГБОУ школа № 1315";"125565, г. Москва, Конаковский проезд, д.5";"10.06.2015";"Литература";"1";"3";"62822826";
2053;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 492»";"ГБОУ школа № 492";"115407, г. Москва, ул.Затонная, д.7, корп.3";"05.06.2015";"География";"4";"2.75";"62822828";
2054;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 625»";"ГБОУ гимназия № 625";"117449, г. Москва, ул. Шверника, д. 17, корп. 2";"18.06.2015";"Русский язык";"1";"3";"62822829";
2055;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1576»";"ГБОУ гимназия № 1576";"125299, г. Москва, ул. Большая Академическая, д. 22а";"29.05.2015";"Химия";"8";"4.63";"62822830";
2056;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1514";"ГБОУ гимназия № 1514";"119311, г. Москва, ул.Крупской, д.12";"29.05.2015";"Химия";"18";"4.17";"62822831";
2057;"Государственное бюджетное общеобразовательное учреждение города Москвы «Многопрофильный лицей № 1501»";"ГБОУ лицей № 1501";"127055, г. Москва, Тихвинский пер., д.3";"29.05.2015";"Обществознание";"61";"3.74";"62822832";
2058;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2114»";"ГБОУ школа № 2114";"117628, г. Москва, бульвар Дмитрия Донского, дом 6, корпус 1";"07.09.2015";"Математика";"4";"2.5";"62822836";
2059;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1532»";"ГБОУ гимназия № 1532";"117465, г. Москва, ул. Теплый Стан, дом 13, корпус 3";"29.05.2015";"Химия";"13";"4.31";"62822837";
2060;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 887»";"ГБОУ школа № 887";"121467, г. Москва, ул.Молдавская, д.6, корп.2";"07.09.2015";"Математика";"4";"3";"62822838";
2061;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углублённым изучением английского языка № 1285»";"ГБОУ школа № 1285";"125362, г. Москва, ул. Вишневая, д. 20, корп. 1";"07.09.2015";"Математика";"10";"2.6";"62822845";
2062;"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы киноколледж № 40 «Московская международная киношкола»";"ГБОУ СПО киноколледж № 40 «Московская международная киношкола»";"115419, г. Москва, ул.Шаболовка, д.44";"29.05.2015";"Литература";"18";"3.56";"62822846";
2063;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 544»";"ГБОУ школа № 544";"115582, г. Москва, Каширское ш., д.116, корп.3";"03.06.2015";"Русский язык";"118";"4";"62822847";
2064;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2025»";"ГБОУ школа № 2025";"119361, г. Москва, ул. Б.Очаковская, д.42, корпус 2.";"29.05.2015";"Литература";"3";"3.67";"62822848";
2065;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2045»";"ГБОУ школа № 2045";"124365, г. Москва, Зеленоград, корп. 2031";"29.05.2015";"Обществознание";"42";"3.74";"62822850";
2066;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 950»";"ГБОУ школа № 950";"127273, г. Москва, улица Отрадная, 1А";"14.09.2015";"Русский язык";"13";"3.23";"62822851";
2067;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 2123 имени Мигеля Эрнандеса»";"ГБОУ школа № 2123 им. М. Эрнандеса";"121069, г. Москва, Столовый пер., д.10/2, стр.1";"17.06.2015";"География";"1";"3";"62822852";
2068;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа с углубленным изучением иностранного языка № 1236»";"ГБОУ школа № 1236";"127254, г. Москва, ул. Яблочкова, дом 10";"10.06.2015";"Информатика";"3";"3.67";"62822853";
2069;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1494»";"ГБОУ школа № 1494";"127427, г. Москва, ул. Большая Марфинская, д. 1, корп. 5";"29.05.2015";"Обществознание";"24";"4.04";"62822854";
2070;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 460 имени дважды Героя Советского Союза А.А. Головачёва»";"ГБОУ школа № 460";"109559, г. Москва, Белореченская ул., д.11";"05.06.2015";"Иностранный язык (английский язык)";"3";"3.67";"62822855";
2071;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2103";"ГБОУ СОШ № 2103";"117574, г. Москва, улица Голубинская, дом 5, корпус 4";"07.09.2015";"Математика";"5";"3";"62822856";
2072;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1636 «НИКА»";"ГБОУ «Гимназия № 1636 «НИКА»";"115583, г. Москва, Елецкая улица, дом 12 корпус3";"05.06.2015";"Иностранный язык (английский язык)";"31";"4";"62822857";
2073;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1591»";"ГБОУ гимназия № 1591";"111672, г. Москва, ул.Новокосинская, д. 40 А";"05.06.2015";"География";"11";"3.73";"62822858";
2074;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1151»";"ГБОУ школа № 1151";"124617, г. Москва, Зеленоград, корп. 1469";"29.05.2015";"Обществознание";"69";"3.72";"62822859";
2075;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1527»";"ГБОУ гимназия № 1527";"115470, г. Москва, пр-т Андропова, д.17, корп.5";"29.05.2015";"Литература";"8";"3.88";"62822861";
2076;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1302";"ГБОУ СОШ № 1302";"123181, г. Москва, ул. Исаковского, д. 29, корп. 1";"29.05.2015";"Обществознание";"1";"5";"62822862";
2077;"Государственное бюджетное общеобразовательное учреждение города Москвы «Гимназия № 1552»";"ГБОУ гимназия № 1552";"115580, г. Москва, ул.Мусы Джалиля, д.25";"17.06.2015";"Иностранный язык (французский язык)";"1";"5";"62822863";
2078;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1434 «Раменки»";"ГБОУ школа № 1434";"119607, г. Москва, ул.Раменки, д.15, корп.1";"05.06.2015";"История";"8";"4";"62822866";
2079;"Государственное бюджетное общеобразовательное учреждение города Москвы «Инженерно-техническая школа имени дважды Героя Советского Союза П.Р. Поповича»";"ГБОУ Инженерно-техническая школа";"125319, г. Москва, ул.8 Марта, д.17";"27.05.2015";"Математика";"129";"3.5";"62822867";
2080;"Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1106»";"ГБОУ школа № 1106";"117463, г. Москва, пр.Карамзина, д.13, корп.3";"05.06.2015";"Физика";"4";"3.75";"62822868";
